x1,y1,x2,y2
490.2419354838709,315.27435483870977,340.47191567278765,660.1271094175288
482.79032258064507,292.91951612903233,337.96783292918394,577.4923788786066
362.49999999999994,600.5646774193548,219.0239026080078,1099.5936309199783
368.8870967741935,514.3388709677419,216.5198198644041,1020.7150244964618
374.2096774193547,452.596935483871,219.0239026080078,940.5843767011434
378.46774193548384,402.5646774193549,217.77186123620618,857.9496461622211
384.8548387096774,361.04854838709684,217.77186123620618,776.5669569951009
389.1129032258064,331.24209677419356,216.5198198644041,696.4363091997824
396.56451612903214,306.7582258064517,220.27594397980988,617.5577027762658
493.43548387096763,594.1775806451612,300.4065917751284,1099.5936309199783
482.79032258064507,506.8872580645161,299.1545504033263,1020.7150244964618
474.274193548387,446.20983870967746,300.4065917751284,940.5843767011434
467.8870967741935,398.30661290322587,301.65863314693,857.9496461622211
460.43548387096763,359.98403225806453,302.9106745187321,777.8189983669027
457.2419354838709,330.17758064516136,304.1627158905337,697.6883505715842
451.9193548387096,305.6937096774194,300.4065917751284,618.8097441480677
625.4354838709676,589.9195161290322,379.2851981986448,1103.3497550353839
596.6935483870966,504.7582258064516,379.2851981986448,1020.7150244964618
572.2096774193546,440.8872580645161,374.2770327114374,941.8364180729452
553.0483870967741,397.24209677419356,376.7811154550411,859.201687534023
542.4032258064515,361.04854838709684,379.2851981986448,779.0710397387046
530.6935483870966,331.24209677419356,379.2851981986448,698.9403919433861
518.983870967742,302.5001612903227,379.2851981986448,618.8097441480677
282.66129032258056,659.1130645161289,171.44633047953744,1138.4069134458357
296.49999999999994,601.629193548387,175.20245459494322,1099.5936309199783
309.274193548387,557.9840322580644,171.44633047953744,1060.7803483941211
319.9193548387096,513.2743548387097,175.20245459494322,1021.9670658682636
326.3064516129031,482.40338709677417,177.70653733854692,988.1619488296136
335.8870967741935,451.5324193548387,177.70653733854692,939.3323353293415
341.2096774193548,427.04854838709684,178.95857871034855,903.0231355470878
346.53225806451604,402.5646774193549,180.21062008215063,861.7057702776267
350.79032258064507,382.33887096774197,180.21062008215063,819.1363636363639
356.1129032258064,363.17758064516136,177.70653733854692,774.0628742514972
360.37096774193543,348.27435483870977,176.45449596674484,739.0057158410453
365.69354838709666,332.30661290322587,180.21062008215063,697.6883505715842
369.9516129032257,316.33887096774197,180.21062008215063,657.6230266739251
373.1451612903225,306.7582258064517,181.46266145395225,617.5577027762658
376.33870967741933,297.17758064516136,181.46266145395225,577.4923788786066
427.43548387096763,598.4356451612903,257.83718513386543,1100.8456722917801
425.3064516129031,511.14532258064514,257.83718513386543,1016.9589003810562
423.1774193548386,454.7259677419355,260.34126787746914,941.8364180729452
422.1129032258064,401.5001612903226,257.83718513386543,860.4537289058248
421.0483870967741,362.11306451612904,259.08922650566706,779.0710397387046
423.1774193548386,330.17758064516136,260.34126787746914,692.680185084377
424.2419354838709,306.7582258064517,260.34126787746914,618.8097441480677
559.4354838709676,592.0485483870967,339.21987430098557,1100.8456722917801
541.3387096774193,503.6937096774193,337.96783292918394,1020.7150244964618
528.5645161290322,447.27435483870966,340.47191567278765,941.8364180729452
513.6612903225805,400.4356451612904,339.21987430098557,857.9496461622211
505.1451612903225,362.11306451612904,341.72395704458927,777.8189983669027
495.56451612903214,328.04854838709684,340.47191567278765,698.9403919433861
488.1129032258064,304.6291935483872,341.72395704458927,620.0617855198695
506.2096774193547,272.6937096774194,376.7811154550411,443.5239520958087
475.3387096774192,271.6291935483872,340.47191567278765,443.5239520958087
446.59677419354836,270.5646774193549,301.65863314693,441.019869352205
428.49999999999994,269.5001612903227,256.58514376206335,446.0280348394124
408.274193548387,269.5001612903227,220.27594397980988,443.5239520958087
383.79032258064507,268.4356451612904,178.95857871034855,441.019869352205
382.72580645161287,280.14532258064526,178.95857871034855,494.8576483396846
405.0806451612902,280.14532258064526,219.0239026080078,496.10968971148645
427.43548387096763,279.08080645161294,259.08922650566706,494.8576483396846
445.53225806451604,279.08080645161294,299.1545504033263,493.60560696788275
476.40322580645153,280.14532258064526,337.96783292918394,492.3535655960809
509.40322580645153,278.01629032258074,380.5372395704469,494.8576483396846
512.5967741935483,284.4033870967743,177.70653733854692,537.4270549809473
480.66129032258056,284.4033870967743,215.26777849260247,536.1750136091455
447.66129032258056,285.4679032258065,260.34126787746914,534.9229722373436
426.37096774193543,285.4679032258065,299.1545504033263,536.1750136091455
404.016129032258,286.5324193548388,335.46375018558024,534.9229722373436
379.53225806451604,286.5324193548388,380.5372395704469,534.9229722373436
394.43548387096763,623.9840322580644,236.55248181323373,1119.626292868808
465.75806451612897,623.9840322580644,281.6259711981004,1120.8783342406098
531.758064516129,618.6614516129032,319.18721235215594,1120.8783342406098
598.8225806451612,615.4679032258064,363.008660365221,1120.8783342406098
397.62903225806446,533.5001612903226,240.3086059286395,1038.2436037016878
457.2419354838709,493.04854838709673,277.86984708269506,1001.934403919434
503.016129032258,461.11306451612904,320.439253723958,964.3731627653784
546.6612903225805,434.5001612903226,359.2525362498152,923.0557974959174
